 STATISTIQUES MENSUELLES ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131
- Production Totale ONEE-Branche Électricité :,6133,7 055,"7 955,2",8859.57800001,9691.668000011,10493.033000011,789.0609999999999,1609.669,2323.143,,3785.6370000000006,4559.364999999999,5541.290000000001,6580.398999999999,7575.0160000000005,8666.789,9691.913999999999,10563.005000001998,852.048,1573.1149999999998,2252.663,3136.7279999999996,3999.4669999999996,4868.448,5963.442999999999,7065.368,7917.484,9068.339000002,10057.265000002002,10917.532000002,973.68,1911.9279999999999,2674.705,3532.993,4446.818,5352.361,6360.880999999999,7367.291,8266.445000000002,9266.052,10137.231,10991.625,794.053,1486.4270000000001,2186.731,2673.221,3415.0510000000004,4101.998000000001,4963.656,5744.72,6608.378,7564.985,8415.703000000001,9154.284,739.1850000000001,1434.428,2008.5600000000002,2366.668,2812.764,3478.474,4320.01,5088.217000000001,5831.322,6444.6269999999995,7193.546890000001,7889.724033,649.2660410400001,1275.87046154,1887.4035671000004,2606.7789737300004,3172.24286606,3870.4616861800005,4751.167815639999,5655.681471070001,6385.623484590001,7092.918217780001,7916.641843620001,8831.00103203,803.0701003999998,1632.4959238,2537.1575229299997,3283.8127875899995,4140.198340919999,5092.843050795114,6008.0968181351145,6933.325355705116,7698.539533635017,8630.088475075981,9437.780141813315,10156.175471625482,736.1053664821665,1518.6431220778331,2341.009911751167,3036.894367014167,3771.1229221075,4610.744380876334,5436.255508695835,6279.5066588095015,6937.081351947668,7748.420396112501,8466.728137605334,9204.308291159861,729.9704025594997,1450.477562977333,2107.962560377633,2734.759672086133,3519.9779515162995,4269.332104191811,5255.7720868737115,6123.589310860212,6915.103524398891,7729.709597954526,8490.820381502192,9343.771718299526,738.3269029434999,1513.2874062816666,2308.3433923766665,3021.1859607124993,3799.9374242861663,4563.190341219333,5520.406270303834,6473.925623400168,7395.6220721300015,8290.080866987168,8998.157799648669,9736.315855251345,750.8410366975671,1580.6682769354002,2165.775314022733,2849.9006573300667,3477.7445659742334
. Hydraulique,1477.9,1664,1817.8,1979.773,2121.1279999999997,2281.5099999999998,123.756,244.091,372.473,,685.0909999999999,861.5989999999999,1036.897,1199.856,1339.527,1466.199,1574.363,1662.228,111.586,214.64299999999997,366.078,539.858,694.9209999999999,842.564,1002.078,1154.754,1284.701,1409.4,1501.0240000000001,1564.7120000000002,76.25200000000001,147.985,358.415,634.341,828.421,1025.452,1217.901,1381.152,1541.088,1722.891,1872.794,1997.834,134.845,269.325,437.811,557.303,727.351,884.075,1046.094,1209.919,1328.747,1459.5500000000002,1560.8300000000002,1653.7810000000002,110.54,226.74099999999999,343.169,464.553,604.6,746.022,871.8330000000001,979.335,1063.5320000000002,1153.9230000000002,1219.0390000000002,1290.0867200000002,91.03033306000003,165.53579244000002,294.8888916,409.9341822700001,534.41238176,660.7700581600001,786.84961196,904.5269310100001,982.7861686100001,1072.7568598,1145.0842498000002,1212.6524098000002,61.529311039999854,132.04780531999992,200.53168436000004,276.9313238199999,346.0727873799999,405.26624947999994,466.61243992000016,516.2948581399997,558.3104804799998,609.06730978,646.05940866,679.3815222599999,30.173062680000037,56.55786552000009,94.07482366000009,144.88483302000012,183.01017073999995,245.46487610000025,295.10240796000016,334.3797645800001,380.1674106200001,419.6955467200002,478.3835644800002,515.7929730600002,39.6020521399997,81.49074852999992,142.12074240999993,200.51259218999982,269.72945400999987,322.61416893999984,392.1520926499999,436.1502797099998,483.56765213999984,536.6004258999999,615.6005181299998,686.0511728199999,82.80302274000013,146.77029879000003,236.69886754000004,323.1823976099998,404.75915835,472.21400514999993,534.9033762200002,593.3336637500001,653.3771985000001,705.18517654,745.9388762999998,797.8664538449999,100.29807125000002,416.91697289,572.6825441799999,724.5170983999999,868.99909392
dont Turbinage de la STEP (2),233.5,263,286.4,325.14000000000004,357.706,396.21700000000004,38.851,72.72399999999999,104.24099999999999,,157.776,198.79600000000002,238.30200000000002,275.47900000000004,310.60400000000004,341.26500000000004,373.71600000000007,406.51000000000005,34.075,66.88900000000001,97.804,124.925,155.143,180.33,210.916,242.503,269.675,300.59000000000003,338.23900000000003,379.95900000000006,47.197,86.85,113.737,137.079,153.186,176.293,198.796,208.172,223.676,247.521,278.03999999999996,304.39099999999996,33.344,61.528999999999996,92.178,122.178,149.04399999999998,173.94899999999998,203.89899999999997,239.73799999999997,271.099,313.55,351.86,391,37.128,72.586,108.78,153.177,195.64999999999998,226.956,260.3,280.668,313.41,349.435,382.399,422.44955999999996,39.42085000000001,67.86793000000002,101.68304,129.82133000000007,163.66012,193.97476000000006,233.19679999999988,261.57238000000007,289.65422000000007,314.72917999999993,354.6412600000001,394.3452300000001,41.78489999999987,73.55006999999996,116.19970000000009,155.3522499999999,188.32270999999994,208.28447999999995,228.52495000000013,246.66851999999975,266.7906199999998,291.96626999999995,311.71171000000004,329.1697299999999,11.270020000000033,25.82715000000009,38.37226000000009,51.74427000000011,59.15975999999992,70.7865100000002,81.53463000000013,93.02379000000006,101.74389000000008,121.56465000000016,140.97229000000013,162.7627800000002,23.2393799999997,47.67461999999992,75.07989999999995,100.85012999999984,127.60307999999989,145.84180999999987,166.8319999999999,179.83674999999982,187.99447999999984,197.08322999999987,210.29854999999986,229.67955999999995,55.836897500000134,101.71155375000004,159.23590250000007,198.3252624999998,234.51732000000007,259.8534749999999,277.00566375000005,302.16581,331.3594387499999,349.5547287499999,367.4014187499999,395.17538875,25.922178750000008,54.74234375,77.43658249999993,108.33156999999986,134.93929749999984
. Thermique,4296.3,4982,5680.7,6393.77000001,7033.758000011,7626.313000011,618.137,1256.088,1800.3609999999999,,2853.241,3393.3509999999997,4141.187,4959.384,5760.274,6679.548000000001,7549.849,8278.526000002,703.905,1279.201,1753.266,2415.866,3063.248,3726.368,4610.84,5507.148,6168.219,7137.238000002,7996.568000002,8737.992000002,855.4939999999999,1688.079,2184.124,2712.076,3379.458,4040.196,4810.134,5598.041,6289.05,7067.375,7750.7029999999995,8442.780999999999,612.498,1123.99,1599.6100000000001,1916.5220000000002,2430.485,2918.1890000000003,3565.5340000000006,4129.053000000001,4838.225,5624.773,6310.527,6899.978,592.2520000000001,1127.9180000000001,1532.6360000000002,1706.9121639629443,1959.3251639629443,2428.7307268626087,3082.8323386181296,3688.9999489087427,4291.812804102817,4761.641317989092,5402.031278035447,5980.8621710387315,502.909252714643,999.8047827941573,1427.48593789518,1974.2996430486633,2347.2625018886633,2851.4379887916775,3522.26337892191,4246.76901377918,4845.562622868371,5373.709789871855,6062.434080711855,6839.562491121855,658.78254336,1346.68723448,2115.21737357,2713.8460247699995,3425.9586315399993,4251.378317315115,5026.276611215115,5843.288436565116,6507.751590014737,7333.3300905806,8053.3445263857275,8681.326562278937,645.0827948839665,1333.3983941745948,2056.0646866517927,2637.1596620407317,3276.528736608311,3982.5224586379186,4694.127592813317,5430.022537989205,5981.612354171292,6679.343705062556,7280.344385219295,7934.420651193821,622.3980431940379,1223.1917611864862,1738.5591803717407,2234.7650325762806,2870.5405560906465,3485.1659986601007,4329.145753608268,5084.961780872521,5767.117841924154,6464.268344494395,7093.949090373851,7812.233174081153,590.3293722034998,1252.5748152259798,1875.336852255898,2425.333258190063,3052.3139436883384,3684.76932267393,4506.692195176957,5329.023994883694,6122.42637428215,6893.067414634535,7502.073738640411,8144.886042872897,589.654412202766,1047.0009331982592,1393.4657079955923,1860.9557859300664,2271.8144701732776
. Eolienne,357.9,409,455.7,484.875,535.515,583.851,47.094,109.327,150.018,,246.78,303.759,362.427,420.26800000000003,474.223,519.969,566.543,621.005,36.455,79.072,132.997,180.56900000000002,240.74400000000003,298.858,349.757,402.589,463.596,520.647,558.5490000000001,613.6100000000001,41.841,75.67699999999999,131.855,186.13,238.337,285.964,331.976,387.118,435.225,474.605,512.447,549.608,46.609,92.894,148.958,198.906,256.587,298.96999999999997,351.13899999999995,404.77599999999995,440.31899999999996,479.467,543.056,599.153,36.302,79.569,132.425,189.382,242.9,293.891,351.79600000000005,402.57700000000006,454.95400000000006,504.95400000000006,546.51889,591.6977700000001,49.880767999999996,97.71316099999999,145.54793299999997,194.08856499999996,253.67791399999996,303.061022,364.352024,407.08277799999996,440.85712499999994,508.02314299999995,553.4751679999999,606.7613879999999,66.375259,121.530868,168.984985,218.982876,273.411751,322.855366,382.32665,422.89082799999994,463.99957699999993,500.87628199999995,532.729566,573.518342,42.342072,93.709367,130.323964,168.43883499999998,200.36120999999997,247.02333599999997,287.219651,331.008823,369.785028,423.243667,462.23147900000004,491.14581200000003,50.235636,107.93555,166.993911,215.589766,271.467335,330.06209,379.861089,426.238176,467.613636,512.2850109999999,548.1814069999999,595.7446419999999,46.909012,76.123352,134.133413,187.806018,232.733826,273.539854,321.513843,373.77022700000003,419.67629000000005,469.58401100000003,506.858984,534.8303080000001,43.66327400000001,80.90532400000001,144.20218500000001,188.147851,238.198634
       . Solaire (Centrale solaire d'Assa + Tafilalet PV),0.8,1,1.1,1.1600000000000001,1.2670000000000001,1.3590000000000002,0.074,0.16299999999999998,0.291,,0.5249999999999999,0.6559999999999999,0.7789999999999999,0.8909999999999999,0.9919999999999999,1.073,1.159,1.246,0.102,0.199,0.322,0.435,0.554,0.658,0.768,0.877,0.968,1.054,1.124,1.2180000000000002,0.093,0.187,0.311,0.446,0.602,0.749,0.87,0.98,1.082,1.181,1.2870000000000001,1.4020000000000001,0.101,0.21800000000000003,0.35200000000000004,0.49000000000000005,0.6280000000000001,0.7640000000000001,0.8890000000000001,0.9720000000000001,1.0870000000000002,1.1950000000000003,1.2900000000000003,1.3720000000000003,0.091,0.2,0.33,5.820836037055841,5.938836037055841,9.830273137391465,13.548661381870561,17.305051091257575,21.02319589718373,24.108682010908066,25.95772196455315,27.077371961268906,5.445687265357026,12.816725305842757,19.480804604820158,28.456583411337057,36.890068411337054,55.19261722832269,77.7028007580906,97.3027482808213,116.41756811162946,138.4284251081459,155.6483451081459,172.02474310814588,16.382987,32.230016,52.42348,74.05256299999999,94.75517099999999,113.34311799999999,132.881117,150.85123299999998,168.47788614027974,186.814792715382,205.64664076758763,221.94904508654463,18.50743691819994,34.97749538323825,60.546437439373804,86.41103695343486,111.222804759189,135.73371013841495,159.80585692251657,184.09553324029568,205.51655915637573,226.13747732994503,245.7687089060394,262.9488549060394,17.7346712254621,37.859503260846814,60.28872659589234,83.89228131985236,108.24060641565352,131.48984659171074,154.61315161544385,176.23907427769123,196.8043943347363,216.55581656013072,233.08936599834135,249.74272939837252,18.285496,37.81894026568671,62.174259580768414,84.86428691243628,110.13049624782805,132.66715939540344,157.2968559068765,177.79773776647323,200.14220934785024,222.24426481263214,243.28620070825733,258.7330505334483,17.225279244801033,35.845046847140836,55.42487684714082,76.279922,98.73236788095578
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- STEP Energie absorbée pour le pompage,-252.4,-279,-294.3,-333.07300000000004,-373.122,-423.17,-52.887,-96.857,-138.982,,-207.087,-259.32599999999996,-308.32599999999996,-355.739,-401.464,-442.23199999999997,-485.085,-529.223,-45.708,-89.84100000000001,-130.519,-167.104,-207.76000000000002,-241.478,-282.322,-324.722,-363.102,-404.303,-453.955,-509.84499999999997,-64.877,-120.608,-156.066,-182.099,-203.52599999999998,-233.06099999999998,-262.27799999999996,-275.525,-295.13,-327.492,-369.58500000000004,-405.56500000000005,-45.822,-84.212,-125.09200000000001,-166.67600000000002,-200.23700000000002,-233.127,-272.46000000000004,-319.747,-361.31100000000004,-420.795,-473.36,-527.284,-50.637,-100.24199999999999,-148.32299999999998,-207.86899999999997,-266.88199999999995,-309.03625999999997,-353.69525999999996,-382.65826,-425.98825999999997,-475.43426,-521.01926,-577.2182,-55.06825,-94.3346,-140.08650000000003,-179.42894999999976,-225.63639999999998,-266.66491,-320.94447,-358.87075,-397.84409,-432.30635,-486.4436800000001,-541.4610400000001,-57.749289999999974,-102.75623999999985,-161.13145999999972,-215.28813999999988,-261.8355599999999,-289.9444099999998,-317.0466499999998,-343.1662299999997,-370.7666599999996,-406.49133999999975,-434.1189799999997,-459.18704999999954,-14.919890000000159,-36.361930000000235,-53.572730000000206,-72.83549000000014,-83.4477830000001,-100.57204000000024,-115.84572000000017,-131.9327800000003,-144.78042000000025,-171.3642800000001,-198.53641000000016,-229.3010700000001,-32.37026000000002,-66.75348000000027,-105.66628000000003,-141.75154000000012,-185.9378367500002,-228.5364149999999,-275.8867837500003,-304.23662875,-336.6867550000002,-376.10821375000046,-432.58246250000025,-501.7232737500001,-74.32389374999991,-135.91443050000044,-211.18439875000016,-262.60930749999994,-312.23372000000023,-348.47043874999997,-371.53242875000024,-406.97273,-446.06032999999996,-468.85245249999997,-494.36212375000014,-531.9545937500002,-33.94400250000001,-70.96934250000021,-95.56728250000023,-135.81165625000042,-171.41322875000014
- Apport des Tiers Nationaux,41.3,44,47.5,52.066,57.147000000000006,59.705000000000005,2.172,7.036,9.068999999999999,,14.031999999999998,28.604999999999997,44.778999999999996,51.519,62.87,69.237,83.969,123.655,25.459,57.681,85.72999999999999,120.46699999999998,144.45,172.49599999999998,197.74399999999997,226.91699999999997,240.414,244.90599999999998,247.468,258.94,11.27,14.875,19.924,26.430999999999997,36,47.237,51.323,58.38,69.01,70.875,73.462,77.492,17.602040000000002,42.806422000000005,59.862662,72.379444,86.307314,105.79698300000001,124.76871299999999,149.26072299999998,166.31225999999998,188.63834899999998,219.19798199999997,265.21257199999997,27.327126,50.415718000000005,80.18230500000004,112.59628600000002,146.53041199999996,179.61819899999998,209.84529699999996,43.423018,270.903088,298.98358699999994,322.144483,45.598893000000004,22.97236799999998,49.706008999999966,90.74181399999999,124.95063199999998,161.69392399999995,178.162755,206.803967,234.376674,247.882367,273.283639,303.763486,317.443167,15.314430000000009,27.103983000000017,48.05474999999997,85.32622500000001,115.09477199999996,137.712817,177.941819,207.05245599999998,231.12086299999999,254.945408,293.82950099999994,328.4600929999999,14.469144000000004,26.481795000000037,51.86957499999999,75.08614100000003,91.94993500000002,125.69642699999997,151.19725899999997,188.91985700000004,220.64294099999998,250.07510699999997,261.400497,267.92494999999997,10.225282000000046,22.28332000000001,32.852473,46.79062800000002,67.92365900000007,83.40083800000002,95.54122500000001,106.72667800000005,119.00536100000005,128.40857000000003,138.72457,149.76908699999998,9.508401,16.468590999999975,28.96259399999999,41.21314399999998,53.317052000000004,63.07757300000003,93.05965400000001,124.45062999999999,160.51759499999997,186.30124399999997,208.31467199999994,225.98054899999994,20.149428000000004,42.93243400000002,83.01972100000006,127.56885400000002,176.860324
dont Production de source renouvelable (éolien),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.481403,33.688653,39.889781,41.697381,,44.23333,44.791287000000004,45.21226600000001,,7.285526,14.995042999999999,21.156066,26.811940999999997,33.847722999999995,40.494209999999995,48.08820599999999,54.421521999999996,59.691663999999996,68.312505,74.339786,82.372589,8.373735,15.173605,20.721994000000002,25.15034,30.579366999999998,36.464338999999995,42.945989999999995,48.363896999999994,53.692029999999995,57.62847299999999,60.54593299999999,64.03338299999999,4.618112999999999,9.617464,14.930454000000001,19.621791,23.586298000000003,29.469103000000004,34.84726500000001,40.87304300000001,46.79991700000001,53.981953000000004,59.93269300000001,64.621666,8.028312,17.91582,26.715893,33.737328000000005,42.178909000000004,52.65320800000001,60.43089500000001,68.207778,74.94909100000001,81.42817000000001,87.86311,95.678307,6.625920999999999,11.570180999999998,19.918463999999997,28.462995999999997,36.312543999999995,44.705084,53.248571,57.845117,61.637407,67.319726,72.56534400000001,76.672965,6.648872,13.672932,19.678670000000004,22.800774000000004,27.891584000000005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , , , , , , , , , , , 
- Solde des échanges d'énergie (Espagne-Algérie) :,2898.2,3 427,"3 809,6",4173.315,4586.783,4973.525000000001,423.751,850.0899999999999,1293.578,,2278.549,2783.682,3278.533,3845.391,4123.664,4603.143999999999,4922.423,5154.103,426.83500000000004,929.218,1463.9859999999999,2013.252,2599.1150000000002,3145.882,3768.428,4364.937,4843.641,5274.141,5634.345,5896.433,483.978,882.657,1279.738,1657.737,2060.484,2257.2400000000002,2700.1690000000003,2896.203,3143.775,3377.845,3411.708,3374.442,-126.371,-309.53599999999994,-524.704,-634.6129999999999,-713.853,-779.688,-826.9109999999998,-824.1519999999999,-765.4290000000001,-785.488,-880.3439999999999,-927.6289999999999,-45.021,-79.42600000000002,-37.515000000000015,-5.0870000000000175,6.973270000000014,24.600270000000023,49.60727000000003,127.20227,128.14527000000004,141.53217000000006,151.53317000000015,232.31051000000014,-59.912210000000044,-54.962690000000066,-105.43999000000005,-149.35366000000008,-210.91017000000005,-221.28583500000002,-152.67419999999993,-70.83809999999983,-22.73709999999994,-81.61089999999979,-92.4056999999998,-163.1958999999997,-57.1192,-12.951199999999972,-34.9709,10.645299999999907,48.695999999999856,253.8986999999999,406.47490000000005,698.3606000000003,941.2360000000001,1181.0395340000002,1276.3597940000002,1396.8820140000003,131.6918999999998,318.8041999999999,453.68509999999975,558.0491999999999,673.9202,716.6400000000001,891.1051000000002,1267.8265999999996,1437.9724999999999,1586.1104,1743.3063999999997,1849.4805999999996,38.221900000000076,118.14940000000027,370.7493000000002,638.5057000000003,941.9143,1144.6462,1454.5872999999992,1744.7414999999994,2055.6987999999997,2326.2890999999995,2560.2577,2539.44826,90.199872,238.37565600000013,407.19334499999997,625.3146809999998,1069.7493679999998,1464.2734959999998,1894.8871859999995,2342.772718999999,2681.967671,3072.2574560000003,3388.1084240000005,3705.5407370000007,202.595472,521.882746,766.022551,1194.810199,1634.474219
. Importations,2997.6,3539,3935.2,4310.174,4737.6,5138.267000000001,435.88,873.2529999999999,1327.716,,2337.129,2854.807,3364.102,3943.33,4232.995,4718.079,5043.862,5288.804,437.898,951.072,1500.531,2061.692,2660.297,3220.256,3854.526,4468.74,4965.826,5407.758,5780.839,6057.814,492.812,902.177,1312.105,1705.086,2123.302,2344.3700000000003,2804.523,3028.121,3301.495,3567.75,3668.547,3724.058,35.081,59.066,80.385,106.042,148.135,186.875,233.85399999999998,338.46799999999996,435.417,465.56199999999995,488.92099999999994,525.762,41.042,75.72,160.221,223.991,271.62215000000003,330.35915000000006,396.4951500000001,526.7981500000001,580.4411500000001,645.7761500000001,720.4811500000002,855.8884700000001,31.932450000000003,77.57575,110.52165,149.09784,186.64670999999998,241.42130499999996,369.94770000000005,498.0693000000001,580.3984,593.1020000000001,646.2737000000001,688.0400000000001,44.8991,129.1254,169.0092,310.2174,410.75109999999995,631.1168,804.2385000000002,1102.3471000000004,1354.4621000000002,1600.4077340000003,1716.1301940000003,1867.5406140000005,151.32959999999983,365.4224999999999,526.7717999999998,681.1202999999999,846.0616,948.8889,1150.4086000000002,1535.5131999999996,1741.6221999999998,1940.1852999999999,2146.2565999999997,2311.1060999999995,118.34680000000012,233.16870000000026,498.2513000000001,783.6398000000003,1100.096,1329.292,1653.0333999999993,1952.7951999999993,2276.7353999999996,2564.3572999999997,2821.822596,2895.48378,135.38599200000002,311.9072400000002,508.918004,749.5303399999999,1195.4610429999998,1597.1874749999997,2035.2107479999995,2489.5844429999993,2838.103683,3236.8116360000004,3567.6657480000003,3904.3000280000006,240.988392,566.4398669999999,831.991348,1264.158532,1708.9549279999999
. Exportations,99.4,112,125.6,136.85899999999998,150.81699999999998,164.742,12.129,23.163,34.138,,58.58,71.125,85.569,97.93900000000001,109.331,114.935,121.43900000000001,134.70100000000002,11.063,21.854,36.545,48.44,61.182,74.374,86.098,103.803,122.185,133.617,146.494,161.381,8.834,19.52,32.367,47.349,62.818,87.13,104.354,131.918,157.72,189.905,256.839,349.616,161.452,368.602,605.0889999999999,740.655,861.9879999999999,966.563,1060.7649999999999,1162.62,1200.846,1251.05,1369.2649999999999,1453.3909999999998,86.063,155.14600000000002,197.73600000000002,229.07800000000003,264.64888,305.75888000000003,346.88788000000005,399.5958800000001,452.29588000000007,504.2439800000001,568.94798,623.57796,91.84466000000005,132.53844000000007,215.96164000000005,298.45150000000007,397.55688000000004,462.70714,522.6219,568.9073999999999,603.1355,674.7128999999999,738.6793999999999,851.2358999999998,102.0183,142.07659999999998,203.9801,299.5721000000001,362.0551000000001,377.2181000000001,397.7636000000001,403.9865000000001,413.2261000000001,419.3682000000001,439.77040000000017,470.65860000000015,19.63770000000001,46.6183,73.0867,123.07109999999997,172.14139999999998,232.2489,259.3035,267.6866,303.6497,354.07489999999996,402.95019999999994,461.62549999999993,80.12490000000004,115.01929999999999,127.50199999999998,145.1341,158.18169999999998,184.64579999999998,198.4461,208.0537,221.0366,238.0682,261.564896,356.0355200000001,45.186120000000024,73.53158400000004,101.72465900000005,124.21565900000004,125.71167500000004,132.91397900000004,140.32356200000004,146.81172400000003,156.13601200000002,164.55418000000003,179.55732400000002,198.75929100000002,38.39292,44.557120999999995,65.968797,69.348333,74.48070899999999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , , , , , , , , , , , 
- Production Privée d'Électricité :,10648.3,12 333,"13 864,5",15485.546,16960.12,18577.208000000002,1587.1609999999998,2949.037,4578.726,,7722.905000000001,9451.828,11195.36,12961.404,14580.841,16035.728000000001,17478.636,19104.967,1571.0520000000001,2878.2479999999996,4502.4169999999995,5981.725,7654.630999999999,9368.028,11037.887,12813.943000000001,14514.560000000001,16166.688,17781.666999999998,19571.634,1530.284,2893.7819999999997,4617.071,6178.241,7836.467,9648.567,11498.911999999997,13553.216999999999,15555.233,17484.906,19392.729999999996,21491.447999999997,2319.358,4447.834000000001,6910.855,9412.954,11954.775000000001,14384.393999999998,16925.831,19405.877,21694.44,23942.598999999995,26009.459,28237.690000000002,2318.858724,4498.988554,6775.090881,8889.146850750001,11189.16794075,13498.905288749998,16096.49266975,18527.10972375,21030.18037375,23520.13831275,25744.07666775,27994.035597749997,2448.570724,4530.31682,6975.286786,9329.080695,11894.26978,14475.567269,17045.16088,19611.142875,22245.736920000003,24816.0699,27104.493302000003,29467.542475000002,2390.3752430000004,4407.669337,6655.70852875,8994.81888975,11476.514276750002,13792.236499749999,16417.08824275,18983.95925775,21447.120994750003,23694.024353750003,25959.38476675,28216.518260749996,2265.217268,4304.425489999999,6632.3769889999885,9017.982431999986,11587.83578899999,14207.232716999988,17045.803925999986,19788.245022999985,22364.313148999987,24886.701724999988,27221.607711999983,29720.136888999987,2511.870957,4726.408081,7159.96799,9396.981510000001,11773.392774000002,14183.038894000001,16932.933643,19860.342961000002,22395.709268000002,24970.704881,27473.146365,30175.448732,2752.47815,5067.367935499999,7614.721003499999,10114.056790499999,12723.901707500001,15415.2220755,18375.9649375,21345.9425915,24125.394086499997,26894.6992365,29532.305245499996,32276.001420500004,2728.4947562500015,4803.574448999999,7399.831337000002,9939.804290999999,12683.849527999995
. Jorf Lasfar Energy Company (JLEC 1-4),5483.6,6376,7256,8165.486000000001,8970.061000000002,9857.533000000001,875.588,1673.946,2542,,4126.841,5000.38,5893.577,6803.304,7672.014,8364.054,9055.408,9938.374,873.369,1464.125,2244.456,3118.103,4056.106,4948.735000000001,5729.447,6654.227,7549.428,8456.289,9346.822,10221.327,885.385,1694.865,2567.678,3291.537,4103.288,4951.2519999999995,5856.285999999999,6729.454999999999,7625.891999999999,8371.805999999999,9036.302999999998,9689.635999999999,934.786,1749.241,2662.016,3526.152,4364.661,5249.544,6173.141,7090.437,7863.036,8797.148,9647.417,10547.696,868.27049,1701.140805,2557.316074,3367.6987397499997,4239.05145775,5109.64772875,5989.87042175,6876.00250675,7733.40027875,8571.52219875,9233.87164975,10068.80804075,867.015328,1666.2134409999999,2583.3124909999997,3395.5864239999996,4223.577765,5025.13957,5887.5370490000005,6812.113909000001,7679.214103,8550.081472,9356.178342,10236.351444999998,896.448386,1650.1802229999998,2387.48153775,3152.30764575,4004.0041787500004,4884.59270775,5811.45796975,6717.74525375,7580.922763750001,8299.44024175,9121.86679575,9976.78984575,870.3842549999999,1696.135646,2552.59162,3372.1043720000002,4273.717811,5116.659707000001,6044.393205,6906.0419010000005,7772.129804,8549.986046,9285.382505,10097.269658,818.7639389999999,1574.5105039999999,2429.339758,3257.39262,4117.197455,4951.067991000001,5762.504867000001,6634.71949,7306.217143,8079.280826,8936.204554,9848.839257,862.6672249999999,1661.0317835,2502.7662535,3316.6233555,4105.4862965,4977.445889500001,5845.740664500001,6697.503916500001,7485.881648500001,8350.428143500001,9216.8546275,10029.509127500003,852.1723000000017,1551.3217000000002,2343.710700000002,3047.1903999999986,3718.1989999999983
