"Valeurs ajoutées en volume (prix chaînés, base 2014)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2014:1,2014:2,2014:3,2014:4,2015:1,2015:2,2015:3,2015:4,2016:1,2016:2,2016:3,2016:4,2017:1,2017:2,2017:3,2017:4,2018:1,2018:2,2018:3,2018:4,2019:1,2019:2,2019:3,2019:4,2020:1,2020:2,2020:3,2020:4,2021:1,2021:2,2021:3,2021:4,2022:1,2022:2,2022:3,2022:4,2023:1,2023:2,2023:3,2023:4,2024:1,2024:2,2024:3,2024:4,2025:1,2025:2,2025:3,2025:4,2026:1
Fabrication de produits chimiques,,,,,1.1719531103632663,-3.919871182535628,-2.9249449376702485,3.2020481815786983,-4.969726148084841,-8.85909931576192,-2.8754290063368493,1.1627769871728866,8.420031585619746,20.55138552513305,10.705804921017403,6.4169715195742105,4.561014734969926,4.099055255806472,6.384880885786659,7.584632782807055,6.570974520872319,6.385315732558849,4.040609754667157,4.902575799673392,6.994537653140553,4.902403041792169,9.107396788561184,7.750832902365312,3.1172939635800256,0.44557088298340375,-4.620699280902429,-4.383116913075291,-5.610082794562487,-4.828791810432264,-1.9890813522849604,-8.39050585518163,-4.475455633035108,-7.685675764780919,-2.3589751485073363,21.89596546883974,4.87799419762367,13.719728739788529,11.763794994006549,0.12200088227811712,1.1162620491052877,2.252399824937923,-2.29215127839264,-4.848461274016092,-0.7999999999999896
Fabrication de produits pharmaceutiques de base et de préparations pharmaceutiques,,,,,2.892237708892287,-3.826803915398269,-4.611554533153306,2.2517669456427303,1.0295784114932038,7.561428819085081,1.2839146048867045,2.162016748443496,-1.9539531447117953,-1.734644697765464,4.146797743245134,9.86124773976298,11.088431733989989,4.096845159589058,0.884522958013112,1.1380609291577803,-4.82229503499072,7.310342647944501,6.772123185506551,2.9588553589396493,17.53897577460235,-9.697055029334646,-2.916237397260568,8.03459665394881,0.44145470840271095,18.521536991187215,7.009503175334353,-0.5968744569242679,10.10856964550657,-0.21716435723529992,20.74957299639233,15.200753728302008,1.0012083406469863,28.04895709228068,12.138537424792407,8.301355338139714,9.638128916028755,-2.177590363247306,-4.437691179026936,8.359183645508207,10.963946290249993,7.368354871304006,-16.2982424097494,27.86322595929618,4.499999999999993
"Fabrication d’articles en caoutchouc et en matières plastiques, et autres produits minéraux non métalliques",,,,,2.4304617250152205,1.8362695515255822,-1.7560251182416775,3.9870919731263443,2.1452228848732657,-2.860462929996943,4.187461010665761,-1.3568553715476717,-0.8704619946201531,-1.2198343718982763,-1.504145316485317,2.261167093091987,2.0008894845350733,7.328776242089741,2.787422839829734,1.5407478454112056,8.284509780348381,8.412747188588977,6.119730677586688,6.0869319862237425,-5.608775268446486,-29.185712168791923,-5.440717115915527,-6.206118047360953,2.461512854241743,32.07078715967315,5.850562255352854,7.969259990852606,1.0113324690592673,-3.609736617919479,-8.691264363425699,-7.033381927654436,-1.5783440588385877,2.5471708696512163,11.396084930997418,4.307866746184552,0.08222326186302364,4.9863816426865215,1.859493251311184,7.012120645570841,2.8984574718075917,5.008679744178601,9.53058461354519,4.50624586980457,-3.600000000000003
"Fabrication de produits métallurgiques de base et d’ouvrages en métaux, sauf machines et matériel",,,,,-7.076493061335965,-4.783709312830475,-2.7030801616449662,7.5712656696809155,-3.2508582641074035,4.661493637604641,-0.9766075145209774,-1.7768270760833427,-9.626172477646078,1.516637102365892,6.334386323174446,-6.215024358077348,6.960907133856664,-5.7902575045007065,-2.20594716241167,-5.311801341311084,-2.2967760364520418,-0.6552176193553194,-3.2975500024013726,-0.5270750567832105,2.7200965831714274,-34.98485888098326,-9.729628324267637,3.236836847856961,-0.6355742271809683,47.07407847842953,6.872312997963448,22.331139549291112,-3.6708904485598937,5.143375873973088,6.1944235524177715,-13.176494431852126,2.083489065685362,-8.888019814226244,-7.9215175126234545,-1.5758671387952394,-4.846731196100762,2.377879707345465,5.342627644739295,2.746989718505577,3.0661042888643575,6.34593210133545,-8.065432529219352,6.345932101335472,-4.200000000000015
"Fabrication d’ordinateurs, d’articles électroniques et optiques",,,,,-1.2809822016102812,0.5579946691384841,-1.5860123138470739,-0.804552967482941,1.4882113238845696,0.29186357845851774,1.2701354542340448,-2.655758653154494,-4.6708780842217745,-0.05466565860432482,0.31478057104303847,3.373488327446217,8.401406056981342,6.35623236555356,8.468709582740974,7.948689995894842,10.206542411774521,4.341078666348519,3.141685887382395,0.9818973284175136,-4.102385390859375,-1.6207006810495361,-7.763674005349497,-13.009508197324159,26.436852170829628,41.114122179413485,38.52039439581907,19.14730497022985,2.9759979219884825,-2.481344661686391,5.053951510107346,37.380205504147,8.286331171108863,5.005474845069413,22.205546216614657,22.088963989589992,18.911134458518152,18.62140133598984,7.3061422847033874,12.69982200872044,-1.4904681613782444,8.647207152575543,-1.285666639884242,-11.525742714585041,6.400000000000006
Fabrication de matériel électrique ,,,,,7.817769673595154,-4.516650973923753,4.712232816764983,1.474412173175721,3.9031443303209956,2.047087071603282,-4.424154196769392,-0.9072959552041127,5.398920152880171,3.5277836003742458,1.8607020729108248,10.781774682877154,-5.320387919675406,6.336266575725946,-0.8638655157603092,5.105008161033875,8.424963864400215,-0.8665247381572483,7.68489424809522,6.91768057175961,0.7778041447675355,-40.884050900829905,-5.096124026937221,-13.989565254390868,5.258093014923948,73.64040711074817,19.599726286013563,1.9117203395535798,-1.4421865383251298,24.814917435904693,-8.588002782342796,25.621999904818416,15.493370784798998,-1.246746544308075,10.576865064078621,-1.015622261660909,-6.01649983949758,-9.01391947332375,2.7620562432228324,9.967770427050437,14.729026361708208,23.466667442235668,-2.461332720633813,-8.254768654461797,-9.90000000000001
"Fabrication de machines et de matériel, n.c.a. ",,,,,-2.1256169986354934,2.957887683075011,4.119952641028757,2.65154614760712,12.55133715122032,5.225520158430719,3.721270580969427,10.480907102303515,7.642507176266644,1.0688165904631175,-1.3197038634680025,-6.164820119690651,2.288341248274617,-1.9208738374866696,0.17601408995171486,7.851686110450817,-7.657959813236848,6.18228015797222,6.091158670263197,-4.724846419231032,-2.4107393509480546,-48.29733025003796,-5.863040050086488,1.0955303245501202,-3.85466539476802,77.82942466873617,-0.09163874315613052,-10.386011073231039,5.77931317051581,-1.675506518342318,-6.3051544770604036,8.709164548048665,-3.2925599830982755,-3.07715544930679,0.559518340426135,0.2554068938320775,-0.5709418025161783,-5.780315827011506,23.323097728644914,11.388604400066416,7.524571310461781,-31.05213316365831,1.4503388380174398,3.5816484774715995,-0.30000000000000027
Fabrication de matériel de transport,,,,,-4.11490966137853,12.764328638294863,9.694567640919605,21.729251287942496,19.282916535748605,9.055622710045853,14.731556504173726,8.10982099039923,10.04425486338234,11.42387905612896,-3.622899204690655,12.985564531309146,13.80843050037759,9.803336230881943,14.514630658858628,9.759701777632234,15.24402109480154,15.019197660280504,8.980664397232175,5.403912852387505,-7.715637361866767,-48.498823675901356,-3.2712679151381985,-10.392318536237688,17.52909455359568,111.89575436129564,15.34231698634887,28.05279994559595,-2.0212706889947585,13.016754525399232,16.671194710313753,13.235653908681865,30.454123077526663,0.9438166702901096,5.253630114106156,26.376697773424862,1.0265401851543121,17.177279319017714,10.390491355819353,-4.578382335318887,3.301354737875295,10.580504482951136,-1.0398197169521728,-10.692185786226737,5.899999999999994
"Autres activités de fabrication (y.c fabrication de meubles),  réparation et installation",,,,,7.845423766642035,12.596228171510582,11.126582190495625,11.567179825316408,5.181279940576955,-10.993947231980494,-7.1458371619511745,-1.6122779292271572,-6.85857900083443,11.153190842524507,0.145159031604436,-2.3380688890185963,14.177899620306045,-11.18359879462324,2.387426255245062,0.09553025793629377,-7.834354681522671,15.215941253109566,1.7215037465907912,-1.0752992874692113,-6.1748789839800144,-37.198980057365446,-11.480869861660082,-10.30256122369505,-10.896820900965821,26.08899096988686,-7.295104427859878,10.225680393929881,-0.33085186133418043,9.333838053761333,8.988188002723408,-6.310507985752,4.694629403224249,5.710637195009083,7.602356596272353,4.613192117733367,1.9741627324949107,-5.183496712387625,-11.096182012462052,-2.694072129795555,-9.386976724102059,3.543746597431463,-1.7460947613777145,16.866310019617558,9.200000000000008
"Distribution d’électricité et de gaz- Distribution d’eau, réseau d’assainissement, traitement des déchets ",,,,,6.350170295109536,3.506476655182489,5.296217059254427,5.717663307719145,1.2111259127891127,-1.1178662291677743,5.080687563105091,1.832088186977776,1.0906004425069504,5.476755550920465,-1.2922317887039014,6.369704956006728,9.553882284437742,5.104585176713061,8.998273101976583,11.599929536857534,19.719590577198677,20.171236921535684,13.578578486523952,6.043132559695086,-1.2459609992588883,-9.25862140503072,3.3013267280202374,2.29858517096746,2.339899750552865,15.656121933884148,4.803014958813323,7.977608088423227,-0.8555718064331752,-2.4568719512053416,-4.453302449151774,-8.626017944686904,-13.844393050270298,-10.489973927227537,-9.8720546150881,-8.018296678669723,7.055322290118382,-2.6108378778243235,7.471071114546013,9.861626855005001,0.05924746177647933,3.7757337960710124,0.9168981543059784,-2.132526530243406,-3.400000000000003
Construction ,,,,,-1.8293442862335363,-0.19551743683110523,1.023438619909256,6.105919941682836,8.694124252975,5.904466732182612,4.10367274670238,0.2881290644594525,-0.2703124591237449,0.31904165868321677,2.710826603952654,2.44632406204226,3.7939819787004225,4.469664863342326,0.6544782110956993,-3.7345120175555135,-4.655962129012647,-0.6820474110285857,2.532559608721252,5.1411571059749805,3.42626203362284,-11.066238306475773,-8.99446329844883,0.5716662587876398,0.05475506975232136,10.607426916116335,7.88643043995052,1.1044017332077383,-1.0883081618806467,-1.2177979839991915,-5.250791083410766,-7.275842758827256,-2.2007776166477977,-1.5788539587839323,1.770706327653726,3.6961581025683587,3.4848438365407075,4.589954711028299,7.873393164215581,7.983524211282633,7.128579505036248,7.577361050557152,6.467285425587521,5.803161691611924,1.4999999999999902
Secteur tertiaire,,,,,2.1058466594645164,1.5961033727331042,1.818547317415331,3.035764295518084,2.472176837470297,2.058742301248495,4.148388341742604,4.331470935160331,3.850000148516064,4.302683551782649,2.592449897416582,2.4220903071281663,2.567936401431359,2.9911735153940855,2.8567053825441446,3.0459592633514276,3.904740943563434,5.151348527164457,3.7983288673627547,2.7374378692763823,-1.9090914734193443,-14.136711679383717,-8.914395709991341,-6.433769163997161,-1.583312721654151,10.810243254413553,7.922300754379741,6.477528838886215,6.017733750033316,7.415092191640182,7.160737442126375,6.563027319770098,6.621213848106233,5.482135081702988,4.369629103704242,4.487102545828803,4.829876077755002,5.230182035766129,6.073697475868567,6.417327394376615,4.524030509104793,4.547441791825024,3.930970884165852,4.216930931945417,4.3480226218149065
Commerce de gros et de détail; réparation de véhicules automobiles et de motocycles,,,,,-1.9820893150591656,-1.3506064416954566,-0.39474748794614545,5.430868021389146,0.5587149501989908,0.299052982205783,3.2158985596978162,5.683971508785901,8.357679783410333,6.547245103657273,2.585265325424868,1.0646382085599093,-2.1402065672285087,-0.9394678812509105,1.1394154625336883,1.1935064476632506,1.5192446218354805,4.115582439920273,2.566903491289896,0.17105987103156473,0.4589224520327839,-16.476751290935077,-6.439408220452769,-3.8692659449947486,0.4824457240414137,17.981795997749582,8.021054832631535,7.563582248294276,1.0855064046894292,0.8225699801654107,-1.863243336535858,-2.331039310920624,2.766707218212905,2.68407045093344,3.6594991772129326,3.3922342202438616,3.6399282480641837,3.0016116852759955,4.356620812698075,4.072244991506113,4.741632535987361,4.842055961237612,3.6369748582348427,3.5365514329846137,4.0999999999999925
Transports et entreposage,,,,,5.94326884630656,5.5065183140512675,5.812095535671125,6.6717532433601345,3.5491241199288703,-1.92510494327216,2.1785051766948893,0.7141498986361627,1.4721065252199628,3.6844859031728294,-0.11771975609913277,0.23360340355200737,-1.0585307050906434,3.6992540867306856,-2.285385803770834,-2.3079987022897486,4.195049489861047,10.929783385898673,5.545880259555402,1.2516807329990165,-5.529788144730308,-48.24890461872733,-34.74044073075927,-23.291975087978646,-17.828808426689957,35.725464704317474,28.74091284329412,11.155054262997432,3.161252185598107,6.565618495578884,2.034338789988399,4.00491454816343,9.61660607195678,7.172616561814027,4.345002929266406,6.398291202676498,7.5475053447864315,8.920223668355964,8.52450275097456,8.918753487012786,4.139125061157856,4.439526383449688,3.638456190671535,4.439526383449688,4.800000000000004
Activités d’hébergement et de restauration,,,,,-1.1174176448379147,-5.251429828199051,0.7304097159679834,0.604515582144427,-0.008396262056431514,-2.3341515666764123,7.458189633725043,7.678710025302937,9.97857004707452,14.026747785352,8.927098742371742,8.842164514219952,8.519718269273667,7.12242338683351,3.921477356035119,5.412619590922607,3.9353495423411378,6.6127122606450595,1.531362548555859,2.1980220061592393,-27.264771307867775,-70.34893582011392,-62.98983739217121,-57.19857954677179,-33.67762935044253,61.433327320442864,51.79483645933753,34.80007209932581,43.63443841423313,67.40696136928736,81.58100896578438,75.94486208286635,53.41855964091089,31.109130729442903,11.794708851442559,8.471732290053868,2.084108140906382,8.155488512109432,11.05211086645943,11.951575239218815,8.69029101709935,9.482927596987034,6.391644935425056,3.8353919652872603,8.099999999999996
Information et communication,,,,,9.6937925902147,5.418233009343765,-0.4051094959327317,-5.299673751842205,-1.4274337340286936,4.002172015857974,8.38228366342797,10.9829215400993,-1.4725507979352126,-2.055798628351635,-2.122707467569662,-2.3463646019796114,4.165374138722933,4.0123237869277295,3.3586947576133896,2.5425212187017765,3.6992843122686248,1.737938335771938,1.8255623251625774,2.78101704503968,7.094953450296293,4.244687388754698,3.0396015148587807,6.188102594530043,-3.499040228327588,-1.2625978085833434,-0.12337713099095371,-1.0634404685784027,5.018729046617909,4.992748638517708,5.187794594223982,0.05651778732265189,5.094801988438324,6.06523614359149,4.379709713367452,6.211599448716143,3.248245626995483,2.267310015332935,2.108484578217107,3.963710939278875,-1.7094400783406627,0.27652425569903993,-0.7017832980151018,-0.016968010415208123,2.0000000000000018
Activités financières et d’assurances,,,,,3.190504827651086,2.156112451156633,1.614265357987299,2.992917433885145,3.932914812773003,5.348840529186383,9.109876717253895,5.692209241588375,5.046658225919365,6.141771875792257,1.7605508549407345,2.427593275133466,3.1931831740938055,0.34652204103431394,1.2416125742140238,2.739137724513019,4.663615093783147,5.166728297214007,5.768096735800543,5.473621825091324,0.05401347102198528,1.1477993976205525,0.5156414460956382,0.8367064802189628,2.2401944326296164,3.977011144753617,3.880046469795073,4.42143725449331,9.645493466502275,10.002604247638324,10.704983960542581,9.773565545975437,7.200615749545847,5.374782655117305,5.547653857701018,6.855583957104883,8.635639924222605,7.8286436980042895,9.670709913732644,10.098822329707623,5.782679643756516,4.990300020956839,5.782679643756494,5.584584738056586,7.600000000000007
Activités immobilières,,,,,-0.72653107048124,-0.11382228623839641,0.49400604351383937,1.112202715977939,2.3889606251812134,2.772875923915885,2.9274696727153993,2.868284603521465,1.586116728875897,1.475048213108332,1.4744684251769558,1.6330160093656731,3.0520931087579584,3.2348597285921654,3.2434052891187948,3.132715257447116,2.4136466775281473,2.104525229353027,1.6720925984402335,1.127430565039611,-0.7889482071605225,-1.0397048822482824,-0.9145694088286249,-0.5596078747664213,2.5557685447377354,3.002137741004063,3.2503599508590275,2.973280629863795,0.44751275939129975,-0.04422698469244146,-0.34037534565820593,-0.036187761063388724,2.4721243583234465,2.816429481734506,2.715055454846804,2.7985851584378496,2.871548116548306,2.6401478597674277,2.6023024295861674,2.503712616884668,3.0001206558032845,3.017214718723804,3.1023033151840407,3.1907997100965924,2.200000000000002
Recherches et développement et services rendus aux entreprises,,,,,12.432333859351097,10.186480603750336,7.718706186355129,9.098835682241235,9.630953955824095,5.2618631468327015,5.961880298392508,5.079277037355134,2.382060741539904,6.432374983537836,5.312369043320331,4.87619366355343,5.751107769776187,6.737865594271009,6.307465962841974,5.754136665150988,7.828688451693977,10.781853162067033,8.318704785121067,6.446250958058841,-1.9923161036159098,-29.33573670038393,-13.754512853796697,-7.468907471439401,-0.545069935831799,26.185108515474376,9.938467648397097,6.786449977886688,9.27939986655919,13.309251575583737,11.004937591973341,9.629679392267064,6.54184363270871,7.0685727380907615,6.8294593301631235,6.792007729374805,5.746596260994097,5.484136358691982,6.070766376620784,6.50933174720123,4.013555580440276,4.3138834598833276,2.9123533558157666,3.4209434710813946,2.0000000000000018
Administration publique et défense; sécurité sociale obligatoire,,,,,3.417965787366528,3.5151918309322294,3.6097573225704505,3.7016406691434023,3.849873914390889,3.9124144246203585,3.949467939539275,3.9616952379966763,3.8751468423386726,3.870069849802249,3.8709347373745207,3.8775734194856915,3.462840379977683,3.65376399476951,4.014292416559795,4.539500096991755,6.292408576250774,6.700207094679533,6.845037456234349,6.736204769486709,5.599046404010544,5.3425484924412014,5.161800561910201,5.053285331123036,5.173222712764769,5.13542541041021,5.101187221284675,5.070381575765359,5.5215705608686605,5.302251663004309,4.903973560234043,4.333347292284717,2.3748348676075004,1.9771135301056786,1.888182778977221,2.099757414530412,5.121011794276331,5.626074027802042,6.118996576919322,6.598171423716326,3.3101485689756016,2.819597056302414,2.8195970563024364,4.585582501925933,3.299999999999992
"Education, santé humaine et activités d’action sociale",,,,,0.6498201376906376,0.7101923019195322,0.7702787266542055,0.8300532075262268,0.903562363728283,0.9569904373344373,1.0044471079709405,1.0459490399101101,0.609756713839471,0.8288352715142056,1.2288419048323895,1.8082516895395528,3.8300603867561955,4.25649986060852,4.354463046455703,4.1297975895318695,2.6728736099261186,2.210105592359679,1.8057797879913462,1.4571330728015752,0.6657607678073996,0.6215851100605185,0.8230743280512876,1.2680582602611512,2.5169073503277684,3.22414152064443,3.9443598505884303,4.67366005194032,6.211299394160541,6.621018262356748,6.720381353694527,6.520233390012309,4.695064476128841,4.4893330953106325,4.527743083224545,4.800748428574586,5.998116565779155,6.474476878849567,6.929766202117937,7.363013429004406,6.84838854355867,6.345335866799906,6.345335866799906,7.150220149613884,6.2999999999999945
Autres services,,,,,0.8755121888482931,1.311816887335926,1.7457370006010553,2.175868936720615,3.068403971332234,3.2985253184480534,3.3376270750873793,3.1889401741569845,2.262158377229584,1.993693465080093,1.780838726742906,1.6220748537973506,1.7882465623872967,1.6245972234334438,1.4052678386032857,1.1307965093676486,4.123463451626419,2.4058763986650744,-0.680753844902815,-5.135522833452377,-21.52630962282086,-24.458104305952645,-24.70524370294219,-22.035115650094127,-2.8054500304735552,3.7164178687833394,8.574780526112601,11.274106870908973,6.835533762588719,6.787576155871755,6.368779740956598,5.595575355951343,2.3831173628385827,1.819107417678567,1.735617816555668,2.117779784707463,4.067091322606808,4.891488369563124,5.692025350504593,6.464322916786158,3.185098730132463,3.185098730132463,2.7920126397319667,1.8492229818339867,1.200000000000001
Total valeur ajoutée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
